Feeding Record ID,User ID,User Name,Dolphin ID,Dolphin Name,Body Condition Score,Weight Measured,Kcal Calculations,Blood Hydration,Fish Quality,Fish Variety,Body Condition Score Comments,Weight Measured Comments,Kcal Calculations Comments,Blood Hydration Comments,Fish Quality Comments,Fish Variety Comments,Created At,Updated At
46,1,,4,Nami,1,,,,,,,,,,,,Fri Mar 08 2024 16:06:21 GMT+0100 (Mitteleuropäische Normalzeit),Fri Mar 08 2024 16:06:21 GMT+0100 (Mitteleuropäische Normalzeit)
47,1,,5,Nynke,1,,,,,,,,,,,,Fri Mar 08 2024 16:06:21 GMT+0100 (Mitteleuropäische Normalzeit),Fri Mar 08 2024 16:06:21 GMT+0100 (Mitteleuropäische Normalzeit)
48,1,,6,Sunny,1,,,,,,,,,,,,Fri Mar 08 2024 16:06:21 GMT+0100 (Mitteleuropäische Normalzeit),Fri Mar 08 2024 16:06:21 GMT+0100 (Mitteleuropäische Normalzeit)
49,1,,7,Dörte,1,,,,,,,,,,,,Fri Mar 08 2024 16:06:21 GMT+0100 (Mitteleuropäische Normalzeit),Fri Mar 08 2024 16:06:21 GMT+0100 (Mitteleuropäische Normalzeit)
50,1,,1,Dolly,,,,,,,,,,,,,Fri Mar 08 2024 16:36:36 GMT+0100 (Mitteleuropäische Normalzeit),Fri Mar 08 2024 16:36:36 GMT+0100 (Mitteleuropäische Normalzeit)
51,1,,2,Donna,,,,,,,,,,,,,Fri Mar 08 2024 16:36:36 GMT+0100 (Mitteleuropäische Normalzeit),Fri Mar 08 2024 16:36:36 GMT+0100 (Mitteleuropäische Normalzeit)
52,1,,3,Jenny,,,,,,,,,,,,,Fri Mar 08 2024 16:36:36 GMT+0100 (Mitteleuropäische Normalzeit),Fri Mar 08 2024 16:36:36 GMT+0100 (Mitteleuropäische Normalzeit)
53,1,,4,Nami,,,,,,,,,,,,,Fri Mar 08 2024 16:36:36 GMT+0100 (Mitteleuropäische Normalzeit),Fri Mar 08 2024 16:36:36 GMT+0100 (Mitteleuropäische Normalzeit)
54,1,,5,Nynke,,,,,,,,,,,,,Fri Mar 08 2024 16:36:36 GMT+0100 (Mitteleuropäische Normalzeit),Fri Mar 08 2024 16:36:36 GMT+0100 (Mitteleuropäische Normalzeit)
55,1,,6,Sunny,,,,,,,,,,,,,Fri Mar 08 2024 16:36:36 GMT+0100 (Mitteleuropäische Normalzeit),Fri Mar 08 2024 16:36:36 GMT+0100 (Mitteleuropäische Normalzeit)
56,1,,7,Dörte,,,,,,,,,,,,,Fri Mar 08 2024 16:36:36 GMT+0100 (Mitteleuropäische Normalzeit),Fri Mar 08 2024 16:36:36 GMT+0100 (Mitteleuropäische Normalzeit)
57,1,,1,Dolly,,,,,,,,,,,,,Fri Mar 08 2024 17:03:55 GMT+0100 (Mitteleuropäische Normalzeit),Fri Mar 08 2024 17:03:55 GMT+0100 (Mitteleuropäische Normalzeit)
58,1,,2,Donna,,,,,,,,,,,,,Fri Mar 08 2024 17:03:55 GMT+0100 (Mitteleuropäische Normalzeit),Fri Mar 08 2024 17:03:55 GMT+0100 (Mitteleuropäische Normalzeit)
59,1,,3,Jenny,,,,,,,,,,,,,Fri Mar 08 2024 17:03:55 GMT+0100 (Mitteleuropäische Normalzeit),Fri Mar 08 2024 17:03:55 GMT+0100 (Mitteleuropäische Normalzeit)
60,1,,4,Nami,,,,,,,,,,,,,Fri Mar 08 2024 17:03:55 GMT+0100 (Mitteleuropäische Normalzeit),Fri Mar 08 2024 17:03:55 GMT+0100 (Mitteleuropäische Normalzeit)
61,1,,5,Nynke,,,,,,,,,,,,,Fri Mar 08 2024 17:03:55 GMT+0100 (Mitteleuropäische Normalzeit),Fri Mar 08 2024 17:03:55 GMT+0100 (Mitteleuropäische Normalzeit)
62,1,,6,Sunny,,,,,,,,,,,,,Fri Mar 08 2024 17:03:55 GMT+0100 (Mitteleuropäische Normalzeit),Fri Mar 08 2024 17:03:55 GMT+0100 (Mitteleuropäische Normalzeit)
63,1,,7,Dörte,,,,,,,,,,,,,Fri Mar 08 2024 17:03:55 GMT+0100 (Mitteleuropäische Normalzeit),Fri Mar 08 2024 17:03:55 GMT+0100 (Mitteleuropäische Normalzeit)
64,1,,1,Dolly,,,,,1,,,,,,,,Fri Mar 08 2024 18:55:07 GMT+0100 (Mitteleuropäische Normalzeit),Fri Mar 08 2024 18:55:07 GMT+0100 (Mitteleuropäische Normalzeit)
65,1,,2,Donna,,,,,,,,,,,,,Fri Mar 08 2024 18:55:07 GMT+0100 (Mitteleuropäische Normalzeit),Fri Mar 08 2024 18:55:07 GMT+0100 (Mitteleuropäische Normalzeit)
66,1,,3,Jenny,,,,,,,,,,,,,Fri Mar 08 2024 18:55:07 GMT+0100 (Mitteleuropäische Normalzeit),Fri Mar 08 2024 18:55:07 GMT+0100 (Mitteleuropäische Normalzeit)
67,1,,4,Nami,,,,,,,,,,,,,Fri Mar 08 2024 18:55:07 GMT+0100 (Mitteleuropäische Normalzeit),Fri Mar 08 2024 18:55:07 GMT+0100 (Mitteleuropäische Normalzeit)
68,1,,5,Nynke,,,,,,,,,,,,,Fri Mar 08 2024 18:55:07 GMT+0100 (Mitteleuropäische Normalzeit),Fri Mar 08 2024 18:55:07 GMT+0100 (Mitteleuropäische Normalzeit)
69,1,,6,Sunny,,,,,,,,,,,,,Fri Mar 08 2024 18:55:07 GMT+0100 (Mitteleuropäische Normalzeit),Fri Mar 08 2024 18:55:07 GMT+0100 (Mitteleuropäische Normalzeit)
70,1,,7,Dörte,,,,,,,,,,,,,Fri Mar 08 2024 18:55:07 GMT+0100 (Mitteleuropäische Normalzeit),Fri Mar 08 2024 18:55:07 GMT+0100 (Mitteleuropäische Normalzeit)
71,1,,1,Dolly,1,,,,,,,,,,,,Sat Mar 09 2024 10:44:40 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:44:40 GMT+0100 (Mitteleuropäische Normalzeit)
72,1,,2,Donna,1,,,,,,,,,,,,Sat Mar 09 2024 10:44:40 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:44:40 GMT+0100 (Mitteleuropäische Normalzeit)
73,1,,3,Jenny,1,,,,,,,,,,,,Sat Mar 09 2024 10:44:40 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:44:40 GMT+0100 (Mitteleuropäische Normalzeit)
74,1,,4,Nami,1,,,,,,,,,,,,Sat Mar 09 2024 10:44:40 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:44:40 GMT+0100 (Mitteleuropäische Normalzeit)
75,1,,5,Nynke,1,,,,,,,,,,,,Sat Mar 09 2024 10:44:40 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:44:40 GMT+0100 (Mitteleuropäische Normalzeit)
76,1,,6,Sunny,1,,,,,,,,,,,,Sat Mar 09 2024 10:44:40 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:44:40 GMT+0100 (Mitteleuropäische Normalzeit)
77,1,,7,Dörte,1,,,,,,,,,,,,Sat Mar 09 2024 10:44:40 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:44:40 GMT+0100 (Mitteleuropäische Normalzeit)
78,1,,1,Dolly,,,,,,,,,,,,,Sat Mar 09 2024 10:44:55 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:44:55 GMT+0100 (Mitteleuropäische Normalzeit)
79,1,,2,Donna,,,1,,,,,,,,,,Sat Mar 09 2024 10:44:55 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:44:55 GMT+0100 (Mitteleuropäische Normalzeit)
80,1,,3,Jenny,,,,,,,,,,,,,Sat Mar 09 2024 10:44:55 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:44:55 GMT+0100 (Mitteleuropäische Normalzeit)
81,1,,4,Nami,,,,,,,,,,,,,Sat Mar 09 2024 10:44:55 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:44:55 GMT+0100 (Mitteleuropäische Normalzeit)
82,1,,5,Nynke,,,,,,,,,,,,,Sat Mar 09 2024 10:44:55 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:44:55 GMT+0100 (Mitteleuropäische Normalzeit)
83,1,,6,Sunny,,,,,,,,,,,,,Sat Mar 09 2024 10:44:55 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:44:55 GMT+0100 (Mitteleuropäische Normalzeit)
84,1,,7,Dörte,,,,,,,,,,,,,Sat Mar 09 2024 10:44:55 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:44:55 GMT+0100 (Mitteleuropäische Normalzeit)
85,1,,1,Dolly,,,,,1,,,,,,,,Sat Mar 09 2024 10:45:20 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:45:20 GMT+0100 (Mitteleuropäische Normalzeit)
86,1,,2,Donna,,,,,1,,,,,,,,Sat Mar 09 2024 10:45:20 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:45:20 GMT+0100 (Mitteleuropäische Normalzeit)
87,1,,3,Jenny,,,,,1,,,,,,,,Sat Mar 09 2024 10:45:20 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:45:20 GMT+0100 (Mitteleuropäische Normalzeit)
88,1,,4,Nami,,,,,1,,,,,,,,Sat Mar 09 2024 10:45:20 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:45:20 GMT+0100 (Mitteleuropäische Normalzeit)
89,1,,5,Nynke,,,,,1,,,,,,,,Sat Mar 09 2024 10:45:20 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:45:20 GMT+0100 (Mitteleuropäische Normalzeit)
90,1,,6,Sunny,,,,,1,,,,,,,,Sat Mar 09 2024 10:45:20 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:45:20 GMT+0100 (Mitteleuropäische Normalzeit)
91,1,,7,Dörte,,,,,1,,,,,,,,Sat Mar 09 2024 10:45:20 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:45:20 GMT+0100 (Mitteleuropäische Normalzeit)
92,1,,1,Dolly,,,,,,,,,,,,,Sat Mar 09 2024 10:45:51 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:45:51 GMT+0100 (Mitteleuropäische Normalzeit)
93,1,,2,Donna,,,,,,,,,,,,,Sat Mar 09 2024 10:45:51 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:45:51 GMT+0100 (Mitteleuropäische Normalzeit)
94,1,,3,Jenny,,,,,,,,,,,,,Sat Mar 09 2024 10:45:51 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:45:51 GMT+0100 (Mitteleuropäische Normalzeit)
95,1,,4,Nami,,,,,,,,,,,,,Sat Mar 09 2024 10:45:51 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:45:51 GMT+0100 (Mitteleuropäische Normalzeit)
96,1,,5,Nynke,,,,,,,,,,,,,Sat Mar 09 2024 10:45:51 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:45:51 GMT+0100 (Mitteleuropäische Normalzeit)
97,1,,6,Sunny,,,,,,,,,,,,,Sat Mar 09 2024 10:45:51 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:45:51 GMT+0100 (Mitteleuropäische Normalzeit)
98,1,,7,Dörte,,,,,,,,,,,,,Sat Mar 09 2024 10:45:51 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:45:51 GMT+0100 (Mitteleuropäische Normalzeit)
99,1,,1,Dolly,1,,,,,,,,,,,,Sat Mar 09 2024 10:46:17 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:46:17 GMT+0100 (Mitteleuropäische Normalzeit)
100,1,,2,Donna,1,,,,,,,,,,,,Sat Mar 09 2024 10:46:17 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:46:17 GMT+0100 (Mitteleuropäische Normalzeit)
101,1,,3,Jenny,1,,,,,,,,,,,,Sat Mar 09 2024 10:46:17 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:46:17 GMT+0100 (Mitteleuropäische Normalzeit)
102,1,,4,Nami,1,,,,,,,,,,,,Sat Mar 09 2024 10:46:17 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:46:17 GMT+0100 (Mitteleuropäische Normalzeit)
103,1,,5,Nynke,1,,,,,,,,,,,,Sat Mar 09 2024 10:46:17 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:46:17 GMT+0100 (Mitteleuropäische Normalzeit)
104,1,,6,Sunny,1,,,,,,,,,,,,Sat Mar 09 2024 10:46:17 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:46:17 GMT+0100 (Mitteleuropäische Normalzeit)
105,1,,7,Dörte,1,,,,,,,,,,,,Sat Mar 09 2024 10:46:17 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:46:17 GMT+0100 (Mitteleuropäische Normalzeit)
106,1,,1,Dolly,,,,,,,,,,,,,Sat Mar 09 2024 10:53:22 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:53:22 GMT+0100 (Mitteleuropäische Normalzeit)
107,1,,2,Donna,,,,,,,,,,,,,Sat Mar 09 2024 10:53:22 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:53:22 GMT+0100 (Mitteleuropäische Normalzeit)
108,1,,3,Jenny,,,,,,,,,,,,,Sat Mar 09 2024 10:53:22 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:53:22 GMT+0100 (Mitteleuropäische Normalzeit)
109,1,,4,Nami,,,,,,,,,,,,,Sat Mar 09 2024 10:53:22 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:53:22 GMT+0100 (Mitteleuropäische Normalzeit)
110,1,,5,Nynke,,,,,,,,,,,,,Sat Mar 09 2024 10:53:22 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:53:22 GMT+0100 (Mitteleuropäische Normalzeit)
111,1,,6,Sunny,,,,,,,,,,,,,Sat Mar 09 2024 10:53:22 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:53:22 GMT+0100 (Mitteleuropäische Normalzeit)
112,1,,7,Dörte,,,,,,,,,,,,,Sat Mar 09 2024 10:53:22 GMT+0100 (Mitteleuropäische Normalzeit),Sat Mar 09 2024 10:53:22 GMT+0100 (Mitteleuropäische Normalzeit)
113,1,,1,Dolly,,,,,,,,,,,,,Sun Mar 10 2024 10:16:49 GMT+0100 (Mitteleuropäische Normalzeit),Sun Mar 10 2024 10:16:49 GMT+0100 (Mitteleuropäische Normalzeit)
114,1,,2,Donna,,,3,,,,,,,,,,Sun Mar 10 2024 10:16:49 GMT+0100 (Mitteleuropäische Normalzeit),Sun Mar 10 2024 10:16:49 GMT+0100 (Mitteleuropäische Normalzeit)
115,1,,3,Jenny,,,,,,,,,,,,,Sun Mar 10 2024 10:16:49 GMT+0100 (Mitteleuropäische Normalzeit),Sun Mar 10 2024 10:16:49 GMT+0100 (Mitteleuropäische Normalzeit)
116,1,,4,Nami,,,,,,,,,,,,,Sun Mar 10 2024 10:16:49 GMT+0100 (Mitteleuropäische Normalzeit),Sun Mar 10 2024 10:16:49 GMT+0100 (Mitteleuropäische Normalzeit)
117,1,,5,Nynke,,,,,,,,,,,,,Sun Mar 10 2024 10:16:49 GMT+0100 (Mitteleuropäische Normalzeit),Sun Mar 10 2024 10:16:49 GMT+0100 (Mitteleuropäische Normalzeit)
118,1,,6,Sunny,,,,,,,,,,,,,Sun Mar 10 2024 10:16:49 GMT+0100 (Mitteleuropäische Normalzeit),Sun Mar 10 2024 10:16:49 GMT+0100 (Mitteleuropäische Normalzeit)
119,1,,7,Dörte,,,,,,,,,,,,,Sun Mar 10 2024 10:16:49 GMT+0100 (Mitteleuropäische Normalzeit),Sun Mar 10 2024 10:16:49 GMT+0100 (Mitteleuropäische Normalzeit)
120,1,,1,Dolly,,,,,,,,,,,,,Sun Mar 10 2024 16:32:54 GMT+0100 (Mitteleuropäische Normalzeit),Sun Mar 10 2024 16:32:54 GMT+0100 (Mitteleuropäische Normalzeit)
121,1,,2,Donna,,,3,,,,,,,,,,Sun Mar 10 2024 16:32:54 GMT+0100 (Mitteleuropäische Normalzeit),Sun Mar 10 2024 16:32:54 GMT+0100 (Mitteleuropäische Normalzeit)
122,1,,3,Jenny,,,,,,,,,,,,,Sun Mar 10 2024 16:32:54 GMT+0100 (Mitteleuropäische Normalzeit),Sun Mar 10 2024 16:32:54 GMT+0100 (Mitteleuropäische Normalzeit)
123,1,,4,Nami,,,,,,,,,,,,,Sun Mar 10 2024 16:32:54 GMT+0100 (Mitteleuropäische Normalzeit),Sun Mar 10 2024 16:32:54 GMT+0100 (Mitteleuropäische Normalzeit)
124,1,,5,Nynke,,,,,,,,,,,,,Sun Mar 10 2024 16:32:54 GMT+0100 (Mitteleuropäische Normalzeit),Sun Mar 10 2024 16:32:54 GMT+0100 (Mitteleuropäische Normalzeit)
125,1,,6,Sunny,,,,,,,,,,,,,Sun Mar 10 2024 16:32:54 GMT+0100 (Mitteleuropäische Normalzeit),Sun Mar 10 2024 16:32:54 GMT+0100 (Mitteleuropäische Normalzeit)
